sample,image_name,zone,camera,timestamp,date,time,plant_id,genotype,area,marker_area,marker_ellipse_major_axis,marker_ellipse_minor_axis,marker_ellipse_eccentricity,in_bounds,object_in_frame,estimated_object_count,perimeter,height,width,solidity,center_of_mass_x,center_of_mass_y,ellipse_center_x,ellipse_center_y,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity,convex_hull_vertices,convex_hull_area,longest_path
z6c2--2021-09-02--11-30-07_plant_10,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,10,WT,2185.0,N/A,N/A,N/A,N/A,True,True,6,478.17366087436676,80,71,0.5194342089623202,1458.0929061784898,652.5290617848971,1458.221435546875,651.4105224609375,73.56040954589844,60.49988555908203,29.051734924316406,0.5688349177959395,20,4206.5,603
z6c2--2021-09-02--11-30-07_plant_11,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,11,lhycca1,2555.0,N/A,N/A,N/A,N/A,True,True,6,314.4924215078354,65,81,0.7213438735177866,1678.2626223091977,649.2939334637965,1675.0133056640625,648.1727294921875,78.36248016357422,58.33369064331055,98.04080200195312,0.6677245636352193,20,3542.0,547
z6c2--2021-09-02--11-30-07_plant_12,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,12,WT,3661.0,N/A,N/A,N/A,N/A,True,True,8,647.7543950080872,92,107,0.4754854211312423,1056.886096694892,843.8128926522808,1055.0657958984375,842.8187866210938,102.47953033447266,80.0842514038086,106.70417785644531,0.6239480378240018,22,7699.5,799
z6c2--2021-09-02--11-30-07_plant_13,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,13,lhycca1,3747.0,N/A,N/A,N/A,N/A,True,True,6,547.5289993286133,82,101,0.6025084418716835,1255.9274085935415,860.9028556178276,1255.593994140625,861.1823120117188,96.90546417236328,74.99528503417969,78.21078491210938,0.6333059711358211,23,6219.0,688
z6c2--2021-09-02--11-30-07_plant_14,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,14,WT,1699.0,N/A,N/A,N/A,N/A,True,True,5,393.50461411476135,58,69,0.5815505733356152,1474.89111241907,832.1442024720424,1475.0948486328125,831.5225219726562,59.53725051879883,53.15155792236328,74.37843322753906,0.45056310154602613,16,2921.5,456
z6c2--2021-09-02--11-30-07_plant_15,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,15,lhycca1,3516.0,N/A,N/A,N/A,N/A,True,True,6,547.1442233324051,87,94,0.6285305684662138,1689.0975540386803,853.1535836177475,1689.594970703125,851.1346435546875,79.67544555664062,75.0287857055664,51.6307373046875,0.3365092729520497,24,5594.0,626
z6c2--2021-09-02--11-30-07_plant_16,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,16,WT,3994.0,N/A,N/A,N/A,N/A,True,True,8,625.9554054737091,108,106,0.5136316872427984,1076.8600400600901,1034.7588883324988,1076.1138916015625,1031.15966796875,108.0301513671875,88.24260711669922,162.3452911376953,0.5768740166314201,24,7776.0,799
z6c2--2021-09-02--11-30-07_plant_17,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,17,lhycca1,3341.0,N/A,N/A,N/A,N/A,True,True,7,568.0142805576324,92,89,0.6244276235865807,1290.328344806944,1040.0544747081713,1290.058349609375,1038.6923828125,75.91373443603516,74.12923431396484,161.62615966796875,0.21554887424506441,17,5350.5,604
z6c2--2021-09-02--11-30-07_plant_18,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,18,WT,3606.0,N/A,N/A,N/A,N/A,True,True,7,556.9432128667831,101,111,0.5504503129293238,1468.675540765391,1043.5682196339435,1470.7091064453125,1040.2193603515625,95.23565673828125,79.49012756347656,110.4617919921875,0.5507538589268423,19,6551.0,729
z6c2--2021-09-02--11-30-07_plant_19,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,19,lhycca1,3812.0,N/A,N/A,N/A,N/A,True,True,6,552.8427076339722,90,86,0.5865066543580275,1693.145855194124,1039.3410283315845,1692.3590087890625,1038.044677734375,88.78691864013672,85.28085327148438,16.924070358276367,0.2782404106725792,17,6499.5,653
z6c2--2021-09-02--11-30-07_plant_20,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,20,WT,3790.0,N/A,N/A,N/A,N/A,True,True,8,686.180801153183,101,111,0.4900439617274373,1077.2667546174143,1259.1672823218998,1082.2159423828125,1259.7471923828125,107.59481811523438,80.9076919555664,114.20972442626953,0.659201394488113,22,7734.0,796
z6c2--2021-09-02--11-30-07_plant_21,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,21,lhycca1,3538.0,N/A,N/A,N/A,N/A,True,True,6,563.3279888629913,98,87,0.6346188340807175,1265.613058224986,1268.1661955907293,1267.46923828125,1267.5465087890625,83.74028015136719,71.75814819335938,168.6704864501953,0.515460797710591,19,5575.0,647
z6c2--2021-09-02--11-30-07_plant_22,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,22,WT,3004.0,N/A,N/A,N/A,N/A,True,True,6,565.8721451759338,86,98,0.5326713361113574,1461.0003328894807,1241.6777629826897,1462.0035400390625,1242.0489501953125,91.8019790649414,68.52925872802734,112.94389343261719,0.6653966411477867,20,5639.5,663
z6c2--2021-09-02--11-30-07_plant_23,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,23,lhycca1,4526.0,N/A,N/A,N/A,N/A,True,True,7,623.7543950080872,91,110,0.6746161872112089,1689.0963323022536,1248.6665930181175,1690.6356201171875,1248.025634765625,96.75474548339844,76.87777709960938,86.07797241210938,0.6071812278222859,25,6709.0,768
z6c2--2021-09-02--11-30-07_plant_24,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,24,WT,4586.0,N/A,N/A,N/A,N/A,True,True,9,767.0092282295227,104,121,0.5318951519369056,1059.5420846053205,1471.732882686437,1063.6002197265625,1472.8828125,115.36174774169922,84.23876190185547,116.06816864013672,0.6832185093120544,23,8622.0,863
z6c2--2021-09-02--11-30-07_plant_25,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,25,lhycca1,3870.0,N/A,N/A,N/A,N/A,True,True,8,529.7300097942352,102,90,0.604073987356591,1265.3909560723514,1475.7857881136952,1265.1427001953125,1476.3558349609375,87.88047790527344,79.61029815673828,166.714599609375,0.42350692083722197,24,6406.5,750
z6c2--2021-09-02--11-30-07_plant_26,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,26,WT,4762.0,N/A,N/A,N/A,N/A,True,True,7,790.7249574661255,128,137,0.47286629263690977,1468.2477950440991,1462.430071398572,1466.02392578125,1464.9063720703125,111.77208709716797,102.22209930419922,66.66043090820312,0.40445390718326124,23,10070.5,848
z6c2--2021-09-02--11-30-07_plant_27,z6c2--2021-09-02--11-30-07.png,6,2,2021-09-02 11:30,2021-09-02,11:30:07,27,lhycca1,3414.0,N/A,N/A,N/A,N/A,True,True,6,521.0020879507065,97,109,0.564484126984127,1682.910661980082,1438.0322202694786,1683.2305908203125,1440.492919921875,91.88793182373047,79.07966613769531,95.72543334960938,0.5092647215060173,22,6048.0,720
