sample,image_name,zone,camera,timestamp,date,time,plant_id,genotype,area,marker_area,marker_ellipse_major_axis,marker_ellipse_minor_axis,marker_ellipse_eccentricity,in_bounds,object_in_frame,estimated_object_count,perimeter,height,width,solidity,center_of_mass_x,center_of_mass_y,ellipse_center_x,ellipse_center_y,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity,convex_hull_vertices,convex_hull_area,longest_path
z4c2--2021-09-02--11-30-07_plant_10,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,10,lhycca1,4218.0,N/A,N/A,N/A,N/A,True,True,8,630.2985513210297,95,107,0.5823553776059643,1360.5580844001897,762.7709815078236,1360.50634765625,762.4583740234375,100.95922088623047,80.99655151367188,78.61810302734375,0.5969613796941978,19,7243.0,723
z4c2--2021-09-02--11-30-07_plant_11,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,11,WT,4848.0,N/A,N/A,N/A,N/A,True,True,10,925.4772645235062,130,124,0.5001805519731751,1569.5416666666667,776.9645214521452,1575.3853759765625,785.4510498046875,122.22753143310547,89.51778411865234,144.40310668945312,0.6808892218530562,20,9692.5,854
z4c2--2021-09-02--11-30-07_plant_12,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,12,lhycca1,3728.0,N/A,N/A,N/A,N/A,True,True,6,539.4284940958023,92,93,0.5775815322643117,973.2172746781116,968.4785407725321,971.5992431640625,969.2394409179688,88.9417495727539,82.8185043334961,88.70829010009766,0.36462504461392087,22,6454.5,740
z4c2--2021-09-02--11-30-07_plant_13,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,13,WT,4645.0,N/A,N/A,N/A,N/A,True,True,8,745.4528793096542,117,134,0.4689550731953559,1177.4572658772875,964.0101184068891,1171.7891845703125,962.7628784179688,122.02860260009766,91.6581802368164,110.98674011230469,0.6601651710810306,23,9905.0,899
z4c2--2021-09-02--11-30-07_plant_14,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,14,lhycca1,3710.0,N/A,N/A,N/A,N/A,True,True,5,515.6295045614243,100,101,0.5760869565217391,1364.365498652291,977.656603773585,1363.6917724609375,979.33349609375,88.03334045410156,86.02275848388672,102.13910675048828,0.2124997057638193,21,6440.0,727
z4c2--2021-09-02--11-30-07_plant_15,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,15,WT,3971.0,N/A,N/A,N/A,N/A,True,True,7,669.168608546257,100,113,0.5064728014794975,1559.8944850163687,963.7018383278771,1561.203369140625,965.6057739257812,104.38430786132812,84.0453109741211,139.80926513671875,0.5930675114951378,21,7840.5,808
z4c2--2021-09-02--11-30-07_plant_16,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,16,lhycca1,3497.0,N/A,N/A,N/A,N/A,True,True,5,480.27416610717773,98,102,0.6160486215097332,972.9044895624821,1163.6468401486989,971.208984375,1161.937255859375,87.00631713867188,77.61465454101562,128.2036895751953,0.45192153345828107,21,5676.5,708
z4c2--2021-09-02--11-30-07_plant_17,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,17,WT,3724.0,N/A,N/A,N/A,N/A,True,True,7,673.168608546257,92,115,0.5218975544811155,1175.5606874328678,1172.4906015037593,1173.404052734375,1172.20556640625,103.07010650634766,75.07926177978516,84.30339050292969,0.685121223324315,22,7135.5,765
z4c2--2021-09-02--11-30-07_plant_18,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,18,lhycca1,3534.0,N/A,N/A,N/A,N/A,True,True,5,518.7005722522736,90,86,0.6461285309443277,1374.374363327674,1150.3975664968873,1372.3753662109375,1149.524169921875,87.88290405273438,77.61856842041016,171.11370849609375,0.46898824101275954,26,5469.5,652
z4c2--2021-09-02--11-30-07_plant_19,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,19,WT,3993.0,N/A,N/A,N/A,N/A,True,True,7,684.2396762371063,106,123,0.49023941068139965,1551.358878036564,1153.8422238918106,1555.68310546875,1151.9459228515625,110.29850006103516,82.3452377319336,64.83702850341797,0.6653100618992932,22,8145.0,777
z4c2--2021-09-02--11-30-07_plant_20,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,20,lhycca1,3394.0,N/A,N/A,N/A,N/A,True,True,5,553.5289993286133,91,92,0.6153009427121102,979.9360636417207,1337.6449616971126,979.4121704101562,1337.591796875,88.82484436035156,73.36939239501953,145.9949493408203,0.5636689457298579,23,5516.0,701
z4c2--2021-09-02--11-30-07_plant_21,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,21,WT,4509.0,N/A,N/A,N/A,N/A,True,True,7,715.2102386951447,114,113,0.498838367076004,1182.5311599024174,1344.3774672876468,1181.813232421875,1348.1541748046875,114.86455535888672,85.77498626708984,149.36573791503906,0.665106009283798,23,9039.0,971
z4c2--2021-09-02--11-30-07_plant_22,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,22,lhycca1,3599.0,N/A,N/A,N/A,N/A,True,True,8,532.8010774850845,94,98,0.6538286856208556,1362.5887746596277,1345.3726035009724,1360.9058837890625,1344.6922607421875,79.2351303100586,76.35726165771484,52.77771759033203,0.2670618705090475,21,5504.5,637
z4c2--2021-09-02--11-30-07_plant_23,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,23,WT,4971.0,N/A,N/A,N/A,N/A,True,True,7,747.5950146913528,102,139,0.5052856271599919,1576.6433313216658,1338.9231542949105,1575.708251953125,1339.12646484375,131.78955078125,83.62871551513672,103.1507568359375,0.7728714963286454,22,9838.0,950
z4c2--2021-09-02--11-30-07_plant_24,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,24,lhycca1,3246.0,N/A,N/A,N/A,N/A,True,True,7,598.3990565538406,97,82,0.6169929671165177,989.2335181762169,1506.366605052372,990.1254272460938,1506.1153564453125,80.78742980957031,68.15477752685547,13.535273551940918,0.5369234504281462,20,5261.0,645
z4c2--2021-09-02--11-30-07_plant_25,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,25,WT,2633.0,N/A,N/A,N/A,N/A,True,True,6,618.2528774738312,88,80,0.5310609116579266,1162.852259779719,1508.6441321686289,1166.0650634765625,1511.86474609375,77.6850357055664,75.3455810546875,134.68154907226562,0.24356176363671356,19,4958.0,595
z4c2--2021-09-02--11-30-07_plant_26,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,26,lhycca1,2892.0,N/A,N/A,N/A,N/A,True,True,7,386.43354642391205,71,80,0.6937747391147895,1348.6960580912862,1515.5629322268326,1350.95166015625,1515.052734375,76.95092010498047,62.68538284301758,102.87055206298828,0.5800019050983701,21,4168.5,529
z4c2--2021-09-02--11-30-07_plant_27,z4c2--2021-09-02--11-30-07.png,4,2,2021-09-02 11:30,2021-09-02,11:30:07,27,WT,3439.0,N/A,N/A,N/A,N/A,True,True,7,707.1090631484985,91,103,0.5454401268834258,1519.6632742076185,1534.3320732771153,1524.632080078125,1539.24072265625,97.37056732177734,68.9535903930664,129.9407501220703,0.7060556022996833,20,6305.0,757
