sample,image_name,zone,camera,timestamp,date,time,plant_id,genotype,area,marker_area,marker_ellipse_major_axis,marker_ellipse_minor_axis,marker_ellipse_eccentricity,in_bounds,object_in_frame,estimated_object_count,perimeter,height,width,solidity,center_of_mass_x,center_of_mass_y,ellipse_center_x,ellipse_center_y,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity,convex_hull_vertices,convex_hull_area,longest_path
z2c2--2021-09-02--11-30-07_plant_17,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,17,lhycca1,5036.0,N/A,N/A,N/A,N/A,True,True,7,664.4406867027283,103,109,0.6195103948825194,1245.746624305004,1343.796068308181,1245.0313720703125,1341.7911376953125,98.71002960205078,89.89185333251953,102.46887969970703,0.4131436841012207,19,8129.0,746
z2c2--2021-09-02--11-30-07_plant_18,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,18,WT,4902.0,N/A,N/A,N/A,N/A,True,True,8,804.6488374471664,111,136,0.44450489662676823,1426.157894736842,1326.2556099551205,1424.0478515625,1323.6004638671875,125.41572570800781,97.71437072753906,90.71205139160156,0.6268701457555391,24,11028.0,933
z2c2--2021-09-02--11-30-07_plant_19,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,19,lhycca1,5337.0,N/A,N/A,N/A,N/A,True,True,6,640.7838325500488,94,115,0.6297345132743363,1667.9587783398913,1297.4225220161138,1668.10595703125,1295.641357421875,104.95851135253906,90.63579559326172,69.59959411621094,0.5042816081949683,22,8475.0,846
z2c2--2021-09-02--11-30-07_plant_20,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,20,WT,4011.0,N/A,N/A,N/A,N/A,True,True,7,642.2985513210297,122,104,0.49211704803386297,1047.8912989279481,1558.7309897781101,1047.9886474609375,1559.4591064453125,116.62403106689453,79.35157012939453,138.96539306640625,0.7328363251657858,23,8150.5,878
z2c2--2021-09-02--11-30-07_plant_21,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,21,lhycca1,3868.0,N/A,N/A,N/A,N/A,True,True,6,631.1269783973694,88,96,0.5939803439803439,1236.744829369183,1543.8557394002069,1238.869140625,1544.0150146484375,87.64637756347656,78.96261596679688,55.25347900390625,0.43397947990384295,21,6512.0,702
z2c2--2021-09-02--11-30-07_plant_22,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,22,WT,5236.0,N/A,N/A,N/A,N/A,True,True,8,813.2934989929199,128,119,0.47680189409461365,1471.3768143621085,1540.905844155844,1468.784912109375,1542.3829345703125,120.67403411865234,101.73397064208984,44.32066345214844,0.5378387522548042,23,10981.5,922
z2c2--2021-09-02--11-30-07_plant_23,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,23,lhycca1,3824.0,N/A,N/A,N/A,N/A,True,True,6,485.73000979423523,92,95,0.7141656550564945,1668.9118723849372,1544.9061192468619,1670.1494140625,1545.6143798828125,83.1207275390625,73.68834686279297,124.65465545654297,0.46268659764521863,25,5354.5,638
z2c2--2021-09-02--11-30-07_plant_24,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,24,WT,3685.0,N/A,N/A,N/A,N/A,True,True,7,695.3557827472687,100,108,0.4998643516006511,1046.5245590230666,1761.335685210312,1046.4195556640625,1762.6988525390625,96.12825775146484,83.52108001708984,118.30614471435547,0.4950746361081614,19,7372.0,762
z2c2--2021-09-02--11-30-07_plant_25,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,25,lhycca1,4464.0,N/A,N/A,N/A,N/A,True,True,7,716.6076817512512,98,102,0.6342710997442456,1290.9762544802868,1773.2072132616488,1291.6844482421875,1772.412841796875,95.06564331054688,78.15088653564453,126.90959167480469,0.569382289156531,22,7038.0,695
z2c2--2021-09-02--11-30-07_plant_26,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,26,WT,2886.0,N/A,N/A,N/A,N/A,True,True,7,568.3990565538406,93,84,0.5893404124974474,1507.1950796950796,1768.5072765072764,1509.3521728515625,1765.5013427734375,84.68485260009766,71.88302612304688,28.473060607910156,0.5286662256091844,19,4897.0,579
z2c2--2021-09-02--11-30-07_plant_27,z2c2--2021-09-02--11-30-07.png,2,2,2021-09-02 11:30,2021-09-02,11:30:07,27,lhycca1,4215.0,N/A,N/A,N/A,N/A,True,True,5,536.6000670194626,97,99,0.6785254346426272,1730.4742586002371,1758.5134045077104,1729.0780029296875,1758.795654296875,85.9169921875,81.32095336914062,142.17959594726562,0.3226860502855467,24,6212.0,665
