"","V1"
"476",2.35738741637114
"477",2.96580870710415
"478",2.41152403792102
"479",2.39724831925444
"480",2.30346740036212
"481",3.0458912313649
"482",2.22055405869597
"483",2.27306914677407
"484",3.55336049636311
"485",4.6666697848087
"486",2.5552930073082
"487",4.49862581596626
"488",3.92271514263908
"489",2.00547973826803
"490",1.94137498121279
"491",3.98632675149601
"492",1.39893432313913
"493",2.70861290944521
"494",4.25746345356599
"495",3.07520034126095
"496",3.08942531756095
"497",3.71404454764441
"498",1.26001332875235
"499",5.18311545945648
"500",1.188499568399
"501",3.40162937244098
"502",1.34963298053703
"503",1.30915521514779
"504",4.07934534014847
"505",1.0598477144602
"506",3.67880034995449
"507",1.76123267167312
"508",2.52334780306261
"509",1.77326715293502
"510",2.24806929896872
"511",2.61870136145736
"512",1.65281611942533
"513",3.02943314663424
"514",3.95384060236576
"515",4.09968556742037
"516",3.11690007671523
"517",3.15714234764101
"518",2.43438656391174
"519",2.27804560099956
"520",3.59868082916788
"521",3.54366770905407
"522",0.977720288575125
"523",2.58751096915636
"524",1.46757321644528
"525",0.9305908407478
"526",4.63064137288825
"527",1.36989097048818
"528",0.576187488514091
"529",2.71923357440064
"530",1.32516245226259
"531",1.86359489442727
"532",2.64263347082602
"533",2.94154513894218
"534",2.06973627802476
"535",3.62642542258252
"536",2.54815395485048
"537",2.17000085513016
"538",1.69710792370854
"539",1.98620579704432
"540",2.50083298304545
"541",3.71584771434154
"542",2.54962089693017
"543",2.74004496465209
"544",5.03373673106364
"545",2.96459383686765
"546",1.75984460221884
"547",1.4946829130492
"548",3.20755268127666
"549",2.64712520993281
"550",3.60699493384289
"551",3.89458322657543
"552",4.83760625886547
"553",1.91732024826879
"554",3.74498815842314
"555",2.58637140795008
"556",2.32105686718507
"557",3.10489973997598
"558",2.48359099524642
"559",2.55486312003149
"560",1.16043761646236
"561",1.88834250432896
"562",3.58302428970975
"563",4.48552677921672
"564",2.63996888953979
"565",2.80251809678451
"566",3.33447910325676
"567",2.7539254937961
"568",2.13117700106115
"569",3.02845421191119
"570",3.10265442295793
"571",4.34469310527184
"572",3.11969511607216
"573",4.21031141251426
"574",2.03815828353255
"575",2.87699031990596
"576",2.37616041998748
"577",1.4283503165925
"578",1.34123170715636
"579",1.82259159281975
"580",4.28666039616824
"581",2.58763858901824
"582",2.28358792881254
"583",3.61767597053001
"584",2.55677019543775
"585",1.56936298294942
"586",3.81546145250298
"587",4.27640210259093
"588",2.11292662748372
"589",2.76573686421564
"590",3.07498640434233
"591",1.36228602922612
"592",1.5497566582755
"593",4.44905645046993
"594",1.89528535259112
"595",2.43906196113483
"596",0.920989859069958
"597",3.08931455313256
"598",2.9199246423054
"599",4.15762257183082
"600",3.21824960254295
"601",1.95807857191067
"602",1.76446429147019
"603",3.57313656594734
"604",2.08894190371945
"605",3.29807174809108
"606",2.276304326201
"607",1.5041774871115
"608",3.31177459652253
"609",3.0188775212189
"610",3.03291434949014
"611",1.50032192132812
"612",2.1795648383128
"613",1.29292313769125
"614",3.25623819864766
"615",2.47859013003515
"616",3.51396390576675
"617",4.25780809140357
"618",2.87083868533031
"619",3.67627865987193
"620",2.08317553540908
"621",2.11730744987508
"622",2.40021664014755
"623",2.24230181554929
"624",2.20472925224522
"625",3.15024680685203
"626",3.9215873417399
"627",1.90200822366279
"628",3.71518140552277
"629",3.09472127170836
"630",3.48296904898948
"631",2.35216123837996
"632",2.97908710451524
"633",0.552849052192987
"634",0.904847515963403
"635",2.22571276661536
"636",2.1616916908481
"637",3.05708542211154
"638",1.62446424490873
"639",3.9198624204644
"640",1.86341164222154
"641",2.01435314514132
"642",2.61174092453058
"643",4.19086916827286
"644",1.67133027479637
"645",3.38932996304353
"646",2.91758170683004
"647",3.4539586606892
"648",4.24479654541087
"649",2.35257016750717
"650",2.82904179593927
"651",2.56144731731432
"652",2.36749219890655
"653",2.73685884141733
"654",2.39508572702871
"655",3.82986933232055
"656",1.16530155407588
"657",2.65131160834102
"658",2.20831100259358
"659",2.73631811570138
"660",3.10552622171333
"661",3.22213596070745
"662",2.57454332460091
"663",2.35335450547198
"664",2.19281323092601
"665",1.89971899080816
"666",5.19255016636665
"667",3.98883936571825
"668",2.5370474161243
"669",3.33452281149799
"670",3.42488447023506
"671",2.57932128854997
"672",1.6691608811166
"673",5.00854924938585
"674",2.34715984703929
"675",2.8134809260197
"676",1.24739166810575
"677",3.22211665198817
"678",2.3964288116502
"679",3.83761023603452
"680",1.43763416479905
"681",2.47041646574461
"682",4.91440964594114
"683",2.33679366586503
"684",0.552012476077513
"685",1.30763919943274
"686",2.16193890974393
"687",2.20692797760181
"688",1.93360046326272
"689",4.29381516622341
"690",0.545070542952248
"691",0.70812344260053
"692",3.70894674119164
"693",2.87577110692239
"694",2.35865653103059
"695",3.76317293020144
"696",4.12421238199394
"697",1.49033996684739
"698",3.91450512912273
"699",2.36473945781293
"700",1.87364300143376
"701",2.70359728165724
"702",2.05852530571238
"703",3.94835173529767
"704",2.51118184981424
"705",3.19371554397613
"706",2.73044282603051
"707",4.32137279772101
"708",1.98520929264291
"709",1.82245936385605
"710",2.17597920525921
"711",3.16489576660124
"712",3.0785798801577
"713",0.902773583771346
"714",4.24006235918184
"715",3.41850673081645
"716",2.38849829622135
"717",4.19908107365537
"718",2.26640659915292
"719",1.91275816694299
"720",1.04982774255892
"721",4.69941874274153
"722",2.16431395243654
"723",1.65688018388414
"724",3.02321493168367
"725",1.00921460340862
"726",3.04750299398146
"727",2.28234060881228
"728",1.3234479114924
"729",4.88064008254248
"730",2.9345594339235
"731",2.3687340545685
"732",3.26677248433954
"733",1.80061619882592
"734",3.22141410055959
"735",1.42738570619544
"736",3.40660890816512
"737",3.47539769756241
"738",1.34326983836907
"739",2.60970873104995
"740",3.06217172718654
"741",3.65779263793897
"742",3.21522446766223
"743",3.39843878831285
"744",4.29841369415762
"745",3.26756872929022
"746",2.96002580813691
"747",2.13107898253723
"748",2.99019056195674
"749",2.37779280631942
"750",2.94843389138415
"751",3.16376358153602
"752",1.83406858795987
"753",2.51141721758853
"754",2.35211082499764
"755",1.62023673579352
"756",2.86202381992293
"757",3.55149536905653
"758",1.97440294260014
"759",2.16377243314041
"760",2.47070193210393
"761",3.33572665392485
"762",4.64297172691696
"763",2.31881773189797
"764",2.34757834963362
"765",2.84582414045809
"766",3.7157117953198
"767",3.2988166206403
"768",3.2268248116306
"769",2.66285508185405
"770",3.6660401145082
"771",3.36377623646587
"772",3.24231101348803
"773",1.18878448557156
"774",3.29872025587618
"775",1.61530053173254
"776",2.45236111675646
"777",2.97280074743412
"778",2.89074482516202
"779",0.712009680724998
"780",1.34932832969475
"781",2.93197896781776
"782",1.57470646988916
"783",3.7510096667705
"784",4.40908743934634
"785",2.24405937983709
"786",3.15998288069986
"787",3.2809463598465
"788",2.98821910970574
"789",1.89135176704784
"790",1.57797256651708
"791",3.08637025346655
"792",3.46543791009288
"793",1.75412744193825
"794",4.36290814936049
"795",0.650702321913736
"796",2.75541291593664
"797",1.14429653012259
"798",5.58329280458258
"799",2.16449719082368
"800",1.84156853904248
"801",3.48292265568052
"802",2.72153161328662
"803",3.12035206881136
"804",1.60508568466551
"805",3.38761483965444
"806",3.42532223289715
"807",4.49834510583192
"808",2.46036089785524
"809",2.52970444364972
"810",2.39701309384622
"811",3.03369853598602
"812",2.81138976843148
"813",2.0343042796888
"814",2.86969852854289
"815",3.19839680765807
"816",3.88150170954842
"817",3.21582080245023
"818",3.36327491304885
"819",2.09062127490797
"820",3.41010816301181
"821",2.83326206283233
"822",4.87532541397374
"823",2.86296122739554
"824",2.5851098933663
"825",3.60794002950504
"826",2.00865384277376
"827",2.93220380138546
"828",3.71322022265693
"829",2.48649290590143
"830",1.70959021071985
"831",2.50332560080874
"832",3.49160820202097
"833",2.6715930202057
"834",4.50913647781774
"835",2.54138107826343
"836",1.08699908616707
"837",3.25924242238003
"838",2.12526668700649
"839",1.22602159665999
"840",1.16657730209249
"841",2.16783119282341
"842",3.77876679387207
"843",1.85382381034872
"844",1.47408108975371
"845",2.25563622370825
"846",1.12609400729726
"847",1.52315874645877
"848",2.92295353169445
"849",1.44115259372362
"850",3.17288770706076
"851",3.10487169398467
"852",1.57232874779342
"853",3.83148971580912
"854",1.72244558525459
"855",2.23153085549134
"856",3.18670529216346
"857",3.49936499667052
"858",3.8914992399906
"859",2.04291360684757
"860",1.52290713528498
"861",1.53521150751689
"862",0.685761286812466
"863",2.43428673719627
"864",2.32986052891128
"865",3.58021305934122
"866",2.55086156026687
"867",1.72979847346963
"868",2.6340391598404
"869",1.70168774115836
"870",3.17929901551689
"871",3.95220507063207
"872",3.54712035016193
"873",3.43548109808661
"874",1.86304407094986
"875",2.16154759842163
"876",2.94458121790155
"877",1.44790551839045
"878",2.99929308112361
"879",3.33525367169448
"880",3.21305982251288
"881",1.2964637734289
"882",2.45013262351091
"883",1.07154325182978
"884",3.3479821915861
"885",3.10387167591904
"886",1.36139564441083
"887",1.88884247311843
"888",3.19297996914124
"889",3.0825077738207
"890",2.7346452982805
"891",2.9362625227022
"892",2.62787805353543
"893",2.78447952272928
"894",4.77497955234074
"895",2.11600572788751
"896",2.97520341361971
"897",1.21590947153257
"898",3.43340078971963
"899",3.33766238101987
"900",1.65139664664753
"901",3.58999558211074
"902",2.22802398677472
"903",2.66808058465667
"904",2.70658663948175
"905",3.4463121771003
"906",3.74991568952192
"907",3.1336656808664
"908",1.64138611010109
"909",2.27000374965274
"910",3.3480517273428
"911",1.9219533341798
"912",1.72489342809877
"913",2.91112585015943
"914",1.67546069880957
"915",2.85649151261264
"916",2.56426271869559
"917",2.47703476399873
"918",2.56009992047692
"919",2.05964875470326
"920",1.54072975756389
"921",1.3973788176506
"922",4.65712101776523
"923",1.79705686942299
"924",2.79234127335811
"925",0.550866595053662
"926",3.54530931619358
"927",1.13498990425788
"928",3.88526737211017
"929",3.02791704832791
"930",2.67687386552863
"931",3.14795423363171
"932",1.89545417390345
"933",1.0034285097778
"934",3.75085688083097
"935",2.02905934080079
"936",2.39227385921346
"937",1.3037697433777
"938",2.95501930748452
"939",0.918439305646914
"940",1.41138494914827
"941",3.83358233406628
"942",1.752240217327
"943",2.10586610880506
"944",5.04452164442264
"945",3.51623487210413
"946",2.29618876738011
"947",2.46087984953866
"948",3.57181640844252
"949",4.26602783937988
"950",0.330694367679733
"951",2.00289710039289
"952",2.25896029710137
"953",3.79736163122388
"954",0.864845991817242
"955",2.44671801700323
"956",3.09525802174838
"957",4.43848292772642
"958",3.28462960009279
"959",3.6940435809746
"960",2.77027235633714
"961",2.69374673609659
"962",2.83259608183324
"963",1.49804379958766
"964",1.56889877648152
"965",1.36423995997883
"966",2.3912209008424
"967",2.74389013586532
"968",1.23962543508332
"969",2.98728618323837
"970",1.94832276781618
"971",3.01879226809365
"972",1.74636310111226
"973",3.16704931210944
"974",1.44583505171184
"975",2.01992143159732
"976",2.70589846953768
"977",1.57396106379242
"978",2.00214988041636
"979",2.5780261777281
"980",1.7773864284007
"981",2.32113178244696
"982",2.3382540211373
"983",1.67139666705031
"984",5.38959683243329
"985",1.63757848952866
"986",3.22865913287125
"987",1.47345970073569
"988",3.56485077047138
"989",3.34354472162584
"990",2.41714263994498
"991",3.51518048454391
"992",3.73871158787634
"993",2.60260363122622
"994",1.36326606237301
"995",2.46240046897196
"996",3.63566943598004
"997",1.3338721790367
"998",2.21133729881194
"999",0.912877727503814
"1000",2.24320098993884
"1001",1.43020684285747
"1002",2.22495559588742
"1003",3.28056992787772
"1004",1.3565049563753
"1005",1.10495343090548
"1006",2.82241891555148
"1007",2.80139703888679
"1008",2.56610523741099
"1009",4.97691793861168
"1010",2.4794746536421
"1011",2.09595541703113
"1012",2.60962491606483
"1013",2.2317219831136
"1014",1.93780661071836
"1015",4.74005710128828
"1016",2.41775378210611
"1017",2.64394713701269
"1018",3.23135254592858
"1019",2.82440838638031
"1020",2.20496775304329
"1021",0.569839701782803
"1022",1.27387683511088
"1023",1.20888605356129
"1024",2.50705696021711
"1025",1.81570507670118
"1026",2.74555034619062
"1027",2.07597673296064
"1028",1.09181680344571
"1029",3.23158560526103
"1030",3.32667731881746
"1031",4.70725959409433
"1032",2.40076018059365
"1033",2.46017540158388
"1034",1.70654126589563
"1035",2.74028071549508
"1036",2.86397828050505
"1037",3.82868435753596
"1038",3.36093557373927
"1039",3.30994908016966
"1040",2.06654383979919
"1041",1.25914817128761
"1042",1.94671169606942
"1043",3.42322400821659
"1044",2.65251908276353
"1045",5.08285703404854
"1046",1.19238650143235
"1047",2.53779823714552
"1048",2.08532077040444
"1049",1.42702767033171
"1050",1.56998329437256
"1051",1.90318961256754
"1052",1.0278610366061
"1053",2.68143074913408
"1054",1.66973632266886
"1055",1.7724974194235
"1056",2.79235926102784
"1057",2.16473544076222
"1058",3.49948343120133
"1059",1.35420945137401
"1060",1.48572229521483
"1061",1.5858358156819
"1062",3.84331513333592
"1063",2.85783347852109
"1064",1.49679107054046
"1065",4.07325007905957
"1066",3.21062893817337
"1067",1.38160044232679
"1068",2.56671066503066
"1069",2.40750438163386
"1070",2.15390382962608
"1071",2.43854632580191
"1072",2.72004326394271
"1073",3.84818060416787
"1074",1.76288737090128
"1075",3.68602348037131
"1076",2.23242116381832
"1077",2.39887202311605
"1078",3.40333733387705
"1079",2.77520776027732
"1080",1.49818015847083
"1081",1.32031798125224
"1082",1.66285461479611
"1083",3.71718248699538
"1084",2.48386649455753
"1085",1.91692538245129
"1086",2.50241740991605
"1087",3.4579970734928
"1088",3.02193814048132
"1089",3.48867833231043
"1090",3.31878676017316
"1091",3.33596703399639
"1092",3.64864492019464
"1093",3.5643095970429
"1094",3.23483827369751
"1095",2.76457323137913
"1096",2.27196180682288
"1097",2.0247779422205
"1098",1.70160552808571
"1099",2.5316992054704
"1100",3.91862052476115
"1101",2.81109598610157
"1102",2.54820664804029
"1103",4.04845126266017
"1104",3.24163934418842
"1105",2.44053318638167
"1106",1.87459785367335
"1107",1.26097355647575
"1108",2.71357625321915
"1109",1.67677769961738
"1110",3.27645756488279
"1111",2.96405983259566
"1112",2.702919320447
"1113",2.82564943359469
"1114",1.58670675666663
"1115",2.72629142770568
"1116",3.63198129021028
"1117",4.72107679746598
"1118",3.38651775670411
"1119",2.77185219710382
"1120",1.94200304476457
"1121",1.93541430106991
"1122",1.13553223548503
"1123",2.89816960315127
"1124",2.87418886529697
"1125",2.90618687608713
"1126",1.05449962467594
"1127",2.85643189776599
"1128",0.731863916587623
"1129",4.13922203192527
"1130",1.92927112699766
"1131",1.68846376719331
"1132",3.11087747948039
"1133",2.65708102960666
"1134",2.92040017249582
"1135",1.66565371938594
"1136",2.51405371277726
"1137",2.35993883701839
"1138",2.80285766980181
"1139",2.53387375473471
"1140",3.80517862042101
"1141",1.13101125921059
"1142",0.642883574541597
"1143",0.914011715459102
"1144",3.02758711894488
"1145",2.17656262255634
"1146",1.41123452809238
"1147",4.18275975919064
"1148",3.26950907108492
"1149",1.84693351860473
"1150",0.360080370167988
"1151",2.33045693676255
"1152",2.61760213166809
"1153",3.6757302893765
"1154",0.896316749735773
"1155",2.86971781678519
"1156",2.10700936405661
"1157",2.74327987219589
"1158",2.44294200986068
"1159",3.3179488213513
"1160",1.72566171220475
"1161",3.63781783275602
"1162",1.59192459560243
"1163",2.46032502377333
"1164",3.59889629019449
"1165",1.75623517919632
"1166",3.72648536707725
"1167",3.14260185452917
"1168",2.43258536435101
"1169",2.99419398668424
"1170",1.84797042553742
"1171",2.76731016846191
"1172",1.97011969171489
"1173",4.28374880497181
"1174",2.03895342577189
"1175",2.53688026475848
"1176",2.37476979115349
"1177",1.96248136171244
"1178",3.15546396312272
"1179",3.5277080802068
"1180",2.58956355840888
"1181",2.51143825766356
"1182",1.79535799183767
"1183",3.82089372358703
"1184",4.18317520791062
"1185",2.59018000687767
"1186",3.00083658985781
"1187",1.58612769011117
"1188",1.66730208980502
"1189",0.838749145153684
"1190",1.06275192598887
"1191",1.13083383777547
"1192",2.63487771033109
"1193",2.43655756865244
"1194",3.01417452525258
"1195",3.83048289548866
"1196",2.56219583441057
"1197",1.45443137992916
"1198",2.80352138150285
"1199",1.96535652963343
"1200",1.58181825132215
"1201",3.21966611558501
"1202",2.35427257935609
"1203",3.03964260688299
"1204",1.18155231951809
"1205",3.63055844395836
"1206",2.44456106162185
"1207",1.31036379300082
"1208",1.88874425906274
"1209",2.42042009245105
"1210",1.37610167752528
"1211",2.92479563964076
"1212",2.71478713605715
"1213",2.96538599109307
"1214",0.373139700147945
"1215",1.83148598221327
"1216",3.60927230520959
"1217",1.41741377241447
"1218",2.46153398827875
"1219",1.38741250371355
"1220",3.14862280074893
"1221",2.84966676232919
"1222",3.42834488159613
"1223",2.06630686591792
"1224",2.00924263866775
"1225",2.02761803913761
"1226",3.29100625611633
"1227",3.05986569423708
"1228",1.25476306391872
"1229",1.94197013423268
"1230",1.56286473203725
"1231",3.91464600826026
"1232",2.70906452080703
"1233",1.62073990598962
"1234",2.9161782267648
"1235",0.710503577094981
"1236",1.45667786443403
"1237",0.376595647927653
"1238",1.21415531085175
"1239",1.47627983766593
"1240",2.59904732059703
"1241",1.87249335993462
"1242",0.576581945689095
"1243",2.6964366988134
"1244",3.15337010946225
"1245",2.77584074544297
"1246",3.01051045689574
"1247",1.60554320937778
"1248",3.60567778645062
"1249",0.574430964719052
